Title,Link,Authors,Year,Cited,SDGs
uji efektivitas tepung umbi teki cyperus rotundus l kendali sakit antraknosa tanam cabai lapang the effectiveness of purple nutsedge cyperus …,https://scholar.google.com/scholar?q=+intitle:'uji efektivitas tepung umbi teki (cyperus rotundus l.) dalam mengendalikan penyakit antraknosa pada tanaman cabai di lapang the effectiveness of purple nutsedge (cyperus …',dm sihite m nurdin s ratih d hm akin,2020,1,SDG 3: Kehidupan Sehat dan Sejahtera
modul sama lingkar bas search solve create and share sscs,"https://scholar.google.com/scholar?q=+intitle:'modul persamaan lingkaran berbasis search, solve, create and share (sscs)'",ec monica n suryadinata n farida,2020,1,SDG 3: Kehidupan Sehat dan Sejahtera
efektivitas model ajar guided discovery materi timbang kimia tingkat mampu pecah siswa,https://scholar.google.com/scholar?q=+intitle:'efektivitas model pembelajaran guided discovery pada materi kesetimbangan kimia dalam meningkatkan kemampuan pemecahan masalah siswa',e ningrum i rosilawati l tania,2020,1,SDG 4: Pendidikan Berkualitas
unmet need cause factors in lampung timur district,https://scholar.google.com/scholar?q=+intitle:'unmet need cause factors in lampung timur district',a maydiantoro m nizar,2020,1,SDG 4: Pendidikan Berkualitas
purwoceng chemical characterization by ftir spectrum and feasibility analysis of jelly purwoceng diversification with the addition of gelatine and carrageenan,https://scholar.google.com/scholar?q=+intitle:'purwoceng chemical characterization by ftir spectrum and feasibility analysis of jelly purwoceng diversification with the addition of gelatine and carrageenan',a nughraheni f arif md pratiwi na faizah a setyawan,2020,1,SDG 3: Kehidupan Sehat dan Sejahtera
daya masyarakat olah sirup mahkota dewa produk diversifikasi olah pangan camat sumowono,https://scholar.google.com/scholar?q=+intitle:'pemberdayaan masyarakat dalam pengolahan sirup mahkota dewa sebagai produk diversifikasi olahan pangan di kecamatan sumowono',s winarni a nurdiana a setyawan,2020,1,SDG 2: Tanpa Kelaparan
damping tentu besar biaya produksi usaha keripik metode activity based costing,https://scholar.google.com/scholar?q=+intitle:'pendampingan dalam penentuan besaran biaya produksi untuk usaha keripik dengan menggunakan metode activity based costing',d sukmasari y agustina a agrianti s sarumpaet,2020,1,SDG 2: Tanpa Kelaparan
the effect of lcdsbased interactive eschoolbook esb against hots and scientific attitude of students,https://scholar.google.com/scholar?q=+intitle:'the effect of lcds-based interactive e-schoolbook (esb) against hots and scientific attitude of students',at marsakha a suyatna k herlina,2020,1,SDG 4: Pendidikan Berkualitas
the effectiveness of creativeinquirybased student worksheet in improving physics selfefficacy and problem solving of senior high school students,https://scholar.google.com/scholar?q=+intitle:'the effectiveness of creative-inquiry-based student worksheet in improving physics self-efficacy and problem solving of senior high school students',iw distrik a suyatna u rosidin,2020,1,SDG 4: Pendidikan Berkualitas
teliti didik fisika pandemi covid19,https://scholar.google.com/scholar?q=+intitle:'penelitian pendidikan fisika masa pandemi covid-19',a suyatna,2020,1,SDG 4: Pendidikan Berkualitas
stembased multimedia design for stimulating hots in theory bioenergy and wind energy perception physics teacher,https://scholar.google.com/scholar?q=+intitle:'stem-based multimedia design for stimulating hots in theory bioenergy and wind energy: perception physics teacher',f aulia a suyatna v viyanti,2020,1,SDG 4: Pendidikan Berkualitas
developing science process skills sps instruments for vocational school students using cbt,https://scholar.google.com/scholar?q=+intitle:'developing science process skills (sps) instruments for vocational school students using cbt',w widodo a abdurrahman u rosyidin a suyatna,2020,1,SDG 4: Pendidikan Berkualitas
bantu suluh kembang kawasan ekosistem mangrove bas masyarakat desa batu menyan dusun ketapang ujung camat teluk pandan kabupaten sawar,https://scholar.google.com/scholar?q=+intitle:'bantuan penyuluhan pengembangan kawasan ekosistem mangrove berbasis masyarakat di desa batu menyan dusun ketapang ujung kecamatan teluk pandan kabupaten pesawaran',a herison,2020,1,SDG 2: Tanpa Kelaparan
the effect of vanadium addition on the characteristics of lacro3 nanomaterial,https://scholar.google.com/scholar?q=+intitle:'the effect of vanadium addition on the characteristics of lacro3 nanomaterial',r situmeang l purniasari h oktavian e azmi s sembiring,2020,1,"SDG 9: Industri, Inovasi, dan Infrastruktur"
hki kaji akademis rancang atur bupati daya wirausaha perempuan kuat industri rumah kabupaten lampung selatan,https://scholar.google.com/scholar?q=+intitle:'hki kajian akademis rancangan peraturan bupati tentang pemberdayaan wirausaha perempuan dan perkuatan industri rumahan kabupaten lampung selatan',n tresiana n duadji,2020,1,SDG 2: Tanpa Kelaparan
idm dashboardsebagai alat bantu ukur status mandiri desa hanakau jaya kabupaten lampung utara,https://scholar.google.com/scholar?q=+intitle:'idm dashboardsebagai alat bantu untuk pengukuran status kemandirian desa hanakau jaya kabupaten lampung utara',ma muhammad s syafarudin,2020,1,SDG 2: Tanpa Kelaparan
arlib augmented reality for library media interaktif kenal promosi pustaka,https://scholar.google.com/scholar?q=+intitle:'arlib (augmented reality for library) sebagai media interaktif untuk pengenalan dan promosi perpustakaan',ma muhammad we sulistiono a windah,2020,1,"SDG 9: Industri, Inovasi, dan Infrastruktur"
uji aktivitas katalitik zsm5 sintesis silika sekam padi al oh 3 reaksi transesterifikasi minyak kelapa sawit,https://scholar.google.com/scholar?q=+intitle:'uji aktivitas katalitik zsm-5 yang disintesis dari silika sekam padi dan al (oh) 3 pada reaksi transesterifikasi minyak kelapa sawit',kd pandiangan p damayanti f riyanti w simanjuntak,2020,1,SDG 3: Kehidupan Sehat dan Sejahtera
local regulation patterns towards competitive coastal tourism in west coastal village,https://scholar.google.com/scholar?q=+intitle:'local regulation patterns towards competitive coastal tourism in west coastal village',ep marlia af ade,2020,1,SDG 4: Pendidikan Berkualitas
in local regulation patterns towards competitive coastal tourism in west coastal village,https://scholar.google.com/scholar?q=+intitle:'in local regulation patterns towards competitive coastal tourism in west coastal village',y yuswanto me putri aa firmansyah,2020,1,SDG 3: Kehidupan Sehat dan Sejahtera
characterization of mesophilic lipase enzyme from compost isolate bacteria,https://scholar.google.com/scholar?q=+intitle:'characterization of mesophilic lipase enzyme from compost isolate bacteria',dm indriani n nurhasanah d hasar,2020,1,SDG 2: Tanpa Kelaparan
audiovisual stimulation for improving sleep quality,https://scholar.google.com/scholar?q=+intitle:'audio-visual stimulation for improving sleep quality',m irsyad p widiyanti a rahmatillah,2020,1,SDG 3: Kehidupan Sehat dan Sejahtera
aplikasi android alih aksara latin arab melayu dekat bas atur,https://scholar.google.com/scholar?q=+intitle:'aplikasi android untuk alih aksara latin ke arab melayu dengan pendekatan berbasis aturan',mf yusra ss yani m irsyad s sanjaya,2020,1,"SDG 9: Industri, Inovasi, dan Infrastruktur"
pengaruh brand image word of mouth kualitas layan perilaku guna jasa jne kudus,"https://scholar.google.com/scholar?q=+intitle:'pengaruh brand image, word of mouth dan kualitas pelayanan terhadap perilaku penggunaan jasa jne kudus'",m irsyad,2020,1,SDG 12: Konsumsi dan Produksi yang Bertanggung Jawab
analisis kuat tekan beton serat limbah kaleng bahan metode wet curing,https://scholar.google.com/scholar?q=+intitle:'analisis kuat tekan beton dengan serat limbah kaleng sebagai bahan tambah melalui metode wet curing',m irsyad,2020,1,"SDG 9: Industri, Inovasi, dan Infrastruktur"
tingkat tahu mampu dasar kelas maju advanced welding siswa sekolah tengah juru negeri smkn 1 putih agung kabupaten lampung,"https://scholar.google.com/scholar?q=+intitle:'peningkatan pengetahuan dan kemampuan dasar pengelasan maju (advanced welding) siswa sekolah menengah kejuruan negeri (smkn) 1 seputih agung, kabupaten lampung tengah'",i sukmana s sugiyanto ay eka risano,2020,1,SDG 4: Pendidikan Berkualitas
workshop elearning bas learning management system guruguru smk lampung,https://scholar.google.com/scholar?q=+intitle:'workshop e-learning berbasis learning management system bagi guru-guru smk di lampung',w suana f sun ar riyanda,2020,1,SDG 4: Pendidikan Berkualitas
teachers perceptions and anxiety about using multimedia in learning geometry optics concept a preliminary research on stem learning makerspace,https://scholar.google.com/scholar?q=+intitle:'teachers perceptions and anxiety about using multimedia in learning geometry optics concept: a preliminary research on stem learning makerspace',h herliantari k herlina,2020,1,SDG 4: Pendidikan Berkualitas
flipped classroom mode for geometry optics teaching and learning teachers perceptions and expectations,https://scholar.google.com/scholar?q=+intitle:'flipped classroom mode for geometry optics teaching and learning: teachers’ perceptions and expectations',d asmayanti a abdurrahman v viyanti k herlina,2020,1,SDG 4: Pendidikan Berkualitas
exploring teacher s pedagogical content knowledge improvement the opportunity and challenging of integrated stem learning approach for nonstem majors,https://scholar.google.com/scholar?q=+intitle:'exploring teacher’s pedagogical content knowledge improvement: the opportunity and challenging of integrated stem learning approach for non-stem majors',p raja abdurrahman ab setiyadi,2020,1,SDG 4: Pendidikan Berkualitas
kembang lksmateri alat optikberbasis problem solving tingkat hots siswa,https://scholar.google.com/scholar?q=+intitle:'pengembangan lksmateri alat optikberbasis problem solving untuk meningkatkan hots siswa',n nurmala ur undang rosidin,2020,1,SDG 4: Pendidikan Berkualitas
pengaruh terap model argument driven inquiry terampil pikir kritis siswa smp dasar beda gaya ajar,https://scholar.google.com/scholar?q=+intitle:'pengaruh penerapan model argument driven inquiry terhadap keterampilan berpikir kritis siswa smp berdasarkan perbedaan gaya belajar',ikid sadewa u rosidin iw distrik,2020,1,SDG 4: Pendidikan Berkualitas
kontrak lapor teliti desain ajar kimia sma bas sosiosaintifik tingkat mampu literasi kimia efikasi siswa,https://scholar.google.com/scholar?q=+intitle:'kontrak & laporan penelitian: desain pembelajaran kimia sma berbasis sosio-saintifik dalam meningkatkan kemampuan literasi kimia dan efikasi diri siswa',s sunyono t efkar,2020,1,SDG 4: Pendidikan Berkualitas
kontrak lapor teliti peran ajar daring akibat demi covid 19 persepsi motivasi mahasiswa calon guru kimia,https://scholar.google.com/scholar?q=+intitle:'kontrak & laporan penelitian: peran pembelajaran daring akibat pendemi covid–19 terhadap persepsi dan motivasi mahasiswa calon guru kimia',s sunyono a meristin,2020,1,SDG 4: Pendidikan Berkualitas
check similarity pengaruh model project based learning pjbl mampu pikir kreatif serta didik,https://scholar.google.com/scholar?q=+intitle:'check similarity: pengaruh model project based learning (pjbl) terhadap kemampuan berpikir kreatif peserta didik',n hasnunidah d sikumbang,2020,1,SDG 4: Pendidikan Berkualitas
the effect of project based learning pjbl model on creative thinking ability of student,https://scholar.google.com/scholar?q=+intitle:'the effect of project based learning (pjbl) model on creative thinking ability of student',n kusumaningtyas d sikumbang n hasnunidah,2020,1,SDG 4: Pendidikan Berkualitas
pengaruh tingkat racun alumunium ubah gula eksudasi akar kedelai glycine max l merr,https://scholar.google.com/scholar?q=+intitle:'pengaruh tingkat keracunan alumunium terhadap perubahan gula yang dieksudasi oleh perakaran kedelai (glycine max [l.] merr.)',pb timotiwu,2020,1,SDG 2: Tanpa Kelaparan
dynamic modeling data export oil and gas and nonoil and gas by arma 2 1garch 1 1 model study of indonesian s export over the years 20082019,"https://scholar.google.com/scholar?q=+intitle:'dynamic modeling data export oil and gas and non-oil and gas by arma (2, 1)-garch (1, 1) model: study of indonesian’s export over the years 2008-2019'",nairobi e russel ambya a darmawan m usman wamiliana,2020,1,SDG 7: Energi Bersih dan Terjangkau
counting the number of vertex labeled connected graphs of order five with minimum five edges and maximum ten parallel edges,https://scholar.google.com/scholar?q=+intitle:'counting the number of vertex labeled connected graphs of order five with minimum five edges and maximum ten parallel edges',a amanto n notiragayu fc puri y antoni w wamiliana,2020,1,SDG 3: Kehidupan Sehat dan Sejahtera
faktorjafaktorkayangiimempengaruhikonsumen dalamili keputusanpembelian bahan butuh pokok seharihari pasar modern martapura,https://scholar.google.com/scholar?q=+intitle:'faktor-jafaktorkayangiimempengaruhikonsumen dalamili keputusanpembelian bahan kebutuhan pokok sehari-hari di pasar modern martapura',m hamdani n budiwati n septiana,2020,1,SDG 8: Pekerjaan Layak dan Pertumbuhan Ekonomi
applicationbased on fuzzy tsukamoto and profile matching for combination drugs recommendations in patients hypertension with complications,https://scholar.google.com/scholar?q=+intitle:'application-based on fuzzy tsukamoto and profile matching for combination drugs recommendations in patients hypertension with complications',a wantoro a syarif kn awi l pura,2020,1,SDG 3: Kehidupan Sehat dan Sejahtera
canny edge detection for goldfish carrasius auratus identification,https://scholar.google.com/scholar?q=+intitle:'canny edge detection for goldfish (carrasius auratus) identification',a aristoteles y heningtyas m kristiani,2020,1,SDG 3: Kehidupan Sehat dan Sejahtera
identifikasi risiko sistem informasi bpremun universitas lampung metode nist sp 80030,https://scholar.google.com/scholar?q=+intitle:'identifikasi risiko sistem informasi bp-remun universitas lampung menggunakan metode nist sp 800-30',a aristoteles i febrianto r andrian i indrianti,2020,1,"SDG 9: Industri, Inovasi, dan Infrastruktur"
suluh deteksi cegah sakit hepatitis b sma negeri 4 palembang,https://scholar.google.com/scholar?q=+intitle:'penyuluhan tentang deteksi dini dan pencegahan penyakit hepatitis b di sma negeri 4 palembang',a aristoteles n nurhidayanti s utami,2020,1,SDG 3: Kehidupan Sehat dan Sejahtera
